Organization Name,Country,Website
Freitaler Strom+Gas Gmbh / Freitaler Strom und Gas GmbH,Germany,www.fsg-freital.de/
Becker,Germany,www.becker.de
Frauas,Germany,www.fra-uas.de
Claas Kgaa Mbh,Germany,www.claas.com
Deutscher Wetterdienst,Germany,www.dwd.de
Fbhberlin,Germany,www.fbh-berlin.de
Continental Engineering Services GmbH/Continental,Germany,www.conti-engineering.com/
Ic - Haus Gmbh,Germany,-
Berthold Technologies GmbH & Co. KG,Germany,www.berthold.com
First Sensor Microelectronic Packaging GmbH,Germany,www.first-sensor.com
Wago Kontakttechnik Gmbh & Co. Kg,Germany,www.wago.com
em-tec GmbH,Germany,www.em-tec.de
Leoni Special Cables Gmbh,Germany,www.leoni.com
EGO Blanc und Fischer & Co GmbH,Germany,www.egoproducts.com
Siteco,Germany,www.siteco.de
KROHNE Oil & Gas B.V.,Germany,www.krohne.com
Epe,Germany,www.ep-e.com
Uzh,Germany,www.kispi.uzh.ch
Robert Seuffer GmbH & Co KG,Germany,www.seuffer.de
MRB Automation GmbH,Germany,www.mrb-automation.de
Bürkert Fluid Control Systems,Germany,www.burkert.com
Diehl Stiftung & Co. KG,Germany,www.diehl.com
Varta Microbattery GmbH,Germany,www.varta-microbattery.com
Trumpf Group,Germany,www.trumpf.com
Inheco Industrial Heating & Cooling Gmbh,Germany,-
BMW Primary,Germany,www.bmw.de
Jenoptik Automatisierungstechnik,Germany,www.jenoptik.com
TQ-Systems GmbH,Germany,www.tq-group.com
ebm-papst Mulfingen GmbH & Co. KG,Germany,www.ebmpapst.com
EDAG,Germany,www.edag.de
Yxlon International Gmbh,Germany,-
CISWORKS GmbH & Co. KG,Germany,www.cisworks.de
Weinmann Emergency Medical Technology,Germany,-
Theben AG,Germany,www.theben.de
Innofas,Germany,www.innofas.de
Microsonic GmbH,Germany,www.microsonic.de
SEW EURODRIVE,Germany,www.sew-eurodrive.com
Bmw,Germany,www.bmw.corp
Segautomotive,Germany,www.seg-automotive.com
Wipotec Wiege- Und Positioniersysteme Gmbh,Germany,www.wipotec.com
Coriant Gmbh And Co Kg,Germany,-
Miele & Cie. Kg,Germany,www.miele.com/
Merecs,Germany,www.merecs.de
Aed Engineering Gmbh,Germany,-
Schoenhofer Sales And Engineering,Germany,-
Ibeo Automotive Systems GmbH,Germany,www.ibeo-as.com
HELLA,Germany,www.hella.com
Minimax GmbH & Co KG,Germany,www.minimax.de
Iabg Mbh,Germany,www.iabg.de
Schunk Gmbh & Co. Kg,Germany,-
Boehringer Ingelheim Gmbh,Germany,www.boehringer-ingelheim.com/
Odu,Germany,www.odu.de
Hilite International,Germany,www.hilite.com
Drägerwerk Ag,Germany,www.draeger.com
Simons Voss Technologies Ag,Germany,-
Rohde & Schwarz GmbH Co. KG,Germany,www.rohde-schwarz.com
Wenzel Elektronik Gmbh (De),Germany,-
SPINNER GmbH,Germany,www.spinner-group.com
detectomat GmbH,Germany,www.detectomat.com
Lilium Gmbh,Germany,-
Diehl Remscheid,Germany,www.diehl-defence.com
SmarAct GmbH,Germany,www.smaract.com
Xon,Germany,www.xon.de
WAREMA,Germany,www.warema.de
EUtech Scientific Engineering GmbH,Germany,www.eutech.de
Lindemh,Germany,www.linde-mh.de
Gunt Geraetebau GmbH,Germany,www.gunt.de
Fbgs Technologies Gmbh,Germany,-
Tuevsued,Germany,www.tuev-sued.de
Nanion Technologies,Germany,www.nanion.de
TLK-Thermo GmbH,Germany,www.tlk-thermo.de
LTI Motion GmbH,Germany,www.lti-motion.com
Helmut Fischer Gmbh,Germany,-
Hyundai Motor Europe Gmbh,Germany,-
Bund,Germany,www.bund.de
Mayercie,Germany,www.mayercie.de
Intra,Germany,www.intra.ifm
Corscience GmbH & Co. KG,Germany,www.corscience.de
Covaro Networks  Inc,Germany,-
Sartorius Ag,Germany,-
Gte,Germany,www.gte.de
Phoenixvision,Germany,www.phoenix-vision.de
Sen,Germany,-
DIOPTIC GmbH,Germany,www.dioptic.de
perma-tec GmbH & Co. KG,Germany,www.perma-tec.de
Sennheiser Consumer Electronics GmbH,Germany,www.sennheiser.com
Weinmann,Germany,www.weinmann.com
Deutsche Bahn,Germany,www.deutschebahn.com
RST Stahlbau GmbH,Germany,-
iNDTact GmbH,Germany,www.indtact.de
Rhe Microsystems,Germany,-
LIMO GmbH,Germany,www.limo.de
Zhuzhou Times New Material Technology Co,Germany,-
Rocketfactoryaugsburg,Germany,www.rocketfactory-augsburg.com
Bshof,Germany,www.bs-hof.de
Da,Germany,-
National Instruments,Germany,www.etasnisystems.com
EVOMOTIV Ulm GmbH,Germany,www.evomotiv.de
ETH - messtechnik gmbh,Germany,www.eth-messtechnik.de
VBM Medizintechnik GmbH,Germany,www.vbm-medical.de
Rood Technology Gmbh & Co Noerdlingen,Germany,-
Inoson,Germany,www.inoson.de
Helmholz GmbH & Co. KG,Germany,www.helmholz.de
Ackermann Automation GmbH,Germany,www.ackermann-automation.de
Friwo Gerätebau GmbH,Germany,www.friwo.de
Frei,Germany,www.frei.de
Gmn,Germany,www.gmn.de
mechatron GmbH,Germany,www.mechatron-gmbh.de
Fte,Germany,www.fte.intern
Ti,Germany,www.ti.com
iesy GmbH & Co. KG,Germany,www.iesy.com
Eaat,Germany,-
Fkdelvotec,Germany,www.fkdelvotec.com
AMC - Analytik & Messtechnik GmbH Chemnitz,Germany,www.amc-systeme.de
TechnoLab GmbH,Germany,www.technolab.de
LaCoSys GmbH,Germany,www.lacosys.com
CMO-SYS GmbH,Germany,www.cmo-sys.com
Ids,Germany,www.ids.de
Mueller-BBM Holding AG,Germany,www.mbbm-group.com
Antennentechnik Bad Blankenburg GmbH,Germany,www.atbb.eu
Il Metronic Sensortechnik Gmbh  (De),Germany,-
Unfallkassen und Berufsgenossenschaften,Germany,www.cnuv.de
Kompressorenbau Bannewitz Gmbh,Germany,-
Testing Service GmbH,Germany,www.testingservice.de
Helbako GmbH,Germany,www.helbako.de
Jungheinrich Ag (De),Germany,-
Walkon Hosting Ltd.,Germany,-
Löhnert Elektronik,Germany,www.loehnert-elektronik.de
Powerelectronics,Germany,www.powerelectronics.de
Daphone,Germany,-
Spitzenberger & Spies GmbH & Co.KG,Germany,www.spitzenberger.de
BPW Bergische Achsen,Germany,www.bpw.de
Pintschbamag,Germany,www.pintschbamag.de
Sontheim Industrie Elektronik GmbH,Germany,www.s-i-e.de
Ullrichengineering,Germany,www.ullrich-engineering.de
